行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
5961,JP-2019-1594846,2019-04-14,2019-04-16,セカンド クラス,軽翔-18265,軽部 翔,消費者,各務原市,岐阜県,日本,中部地方,事務用-保管-10000815,事務用品,保管箱,"Smead フォルダ, 青",2332.0,2,0.0,170.0
5962,JP-2022-1175333,2022-05-21,2022-05-26,通常配送,皆学-10465,皆川 学,消費者,吉川市,埼玉県,日本,関東地方,事務用-文房-10001151,事務用品,文房具,"Kleencut 裁断機, 業務用",14350.0,5,0.0,4160.0
5963,JP-2022-1175333,2022-05-21,2022-05-26,通常配送,皆学-10465,皆川 学,消費者,吉川市,埼玉県,日本,関東地方,家具-本棚-10001484,家具,本棚,"Safco 本棚, メタル",49480.0,5,0.0,1480.0
5964,JP-2022-1175333,2022-05-21,2022-05-26,通常配送,皆学-10465,皆川 学,消費者,吉川市,埼玉県,日本,関東地方,家電-付属-10003933,家電,付属品,"エナーマックス ルータ, リサイクル",17076.000000000004,1,0.0,1705.9999999999998
5965,JP-2022-1175333,2022-05-21,2022-05-26,通常配送,皆学-10465,皆川 学,消費者,吉川市,埼玉県,日本,関東地方,家具-本棚-10002103,家具,本棚,"Sauder キャビネット, 黒",67212.00000000001,6,0.0,23520.000000000004
5966,JP-2022-1175333,2022-05-21,2022-05-26,通常配送,皆学-10465,皆川 学,消費者,吉川市,埼玉県,日本,関東地方,家具-家具-10000508,家具,家具,"Eldon フォト フレーム, マルチパック",3878.0,1,0.0,1666.0
5967,JP-2021-1622130,2021-08-18,2021-08-25,通常配送,五克-13105,五島 克己,大企業,四日市市,三重県,日本,関西地方,事務用-画材-10001809,事務用品,画材,"Sanford 蛍光ペン, 大容量パック",4485.599999999999,7,0.4,-904.4000000000005
5968,JP-2021-1622130,2021-08-18,2021-08-25,通常配送,五克-13105,五島 克己,大企業,四日市市,三重県,日本,関西地方,家電-コピ-10001482,家電,コピー機,"キヤノン 家庭用コピー機, カラー",11534.4,2,0.4,-4229.6
5969,JP-2021-1622130,2021-08-18,2021-08-25,通常配送,五克-13105,五島 克己,大企業,四日市市,三重県,日本,関西地方,事務用-ラベ-10000361,事務用品,ラベル,"Novimex ファイル フォルダ ラベル, 白",2310.0,7,0.4,-1232.0
5970,JP-2022-1752451,2022-06-28,2022-07-01,セカンド クラス,下智-11140,下方 智子,消費者,朝霞市,埼玉県,日本,関東地方,事務用-保管-10001088,事務用品,保管箱,"Tenex ファイル カート, 青",44710.0,5,0.0,425.0
5971,JP-2022-1752451,2022-06-28,2022-07-01,セカンド クラス,下智-11140,下方 智子,消費者,朝霞市,埼玉県,日本,関東地方,家具-家具-10002975,家具,家具,"Tenex フォト フレーム, 高耐久性",13032.0,4,0.0,4952.0
5972,JP-2022-1322836,2022-10-03,2022-10-06,ファースト クラス,松彩-20305,松家 彩花,消費者,尾鷲市,三重県,日本,関西地方,家具-本棚-10004465,家具,本棚,"Dania キャビネット, 黒",22848.0,4,0.4,0.0
5973,JP-2022-1322836,2022-10-03,2022-10-06,ファースト クラス,松彩-20305,松家 彩花,消費者,尾鷲市,三重県,日本,関西地方,事務用-紙-10003769,事務用品,紙,"ゼロックス ノート, リサイクル",3153.6000000000004,3,0.4,-530.4000000000001
5974,JP-2021-1871289,2021-06-06,2021-06-10,通常配送,鷲拓-20335,鷲尾 拓海,消費者,出雲市,島根県,日本,中国地方,家具-椅子-10000389,家具,椅子,"Novimex 肘掛け椅子, 黒",60735.99999999999,2,0.0,23684.0
5975,JP-2021-1792279,2021-02-07,2021-02-11,セカンド クラス,我大-12850,我孫子 大輝,消費者,東村山郡中山町,山形県,日本,東北地方,家具-本棚-10004377,家具,本棚,"Sauder コーナー シェルフ, メタル",117408.0,12,0.0,28176.0
5976,JP-2020-1893274,2020-05-08,2020-05-08,即日配送,奥誠-12070,奥脇 誠,小規模事業所,川崎市川崎区,神奈川県,日本,関東地方,事務用-ラベ-10004751,事務用品,ラベル,"Novimex 輸送用ラベル, 高耐久性",758.0,1,0.0,250.0
5977,JP-2019-1712911,2019-05-28,2019-06-02,通常配送,橋優-14680,橋口 優太,消費者,新宿区,東京都,日本,関東地方,事務用-クリ-10004397,事務用品,クリップ,"Accos 画鋲, メタル",1563.9999999999998,2,0.15,144.00000000000006
5978,JP-2019-1247016,2019-09-21,2019-09-25,通常配送,岩大-17440,岩松 大地,大企業,帯広市,北海道,日本,北海道,事務用-ラベ-10004532,事務用品,ラベル,"Novimex ファイル フォルダ ラベル, 赤",968.4000000000001,3,0.4,-3.6000000000000227
5979,JP-2022-1245193,2022-07-28,2022-08-01,通常配送,知愛-15460,知久 愛子,大企業,上田市,長野県,日本,中部地方,事務用-画材-10004646,事務用品,画材,"Boston 鉛筆削り, 青",4053.0,3,0.3,-351.0
5980,JP-2022-1245193,2022-07-28,2022-08-01,通常配送,知愛-15460,知久 愛子,大企業,上田市,長野県,日本,中部地方,家電-コピ-10003283,家電,コピー機,"HP ファックス, デジタル",59916.0,3,0.0,25758.0
5981,JP-2022-1635831,2022-05-08,2022-05-12,通常配送,尾孝-11005,尾谷 孝,小規模事業所,豊田市,愛知県,日本,中部地方,事務用-画材-10000863,事務用品,画材,"Stanley キャンバス, 青",6925.799999999998,3,0.3,-298.1999999999998
5982,JP-2019-1162691,2019-04-21,2019-04-24,ファースト クラス,可勝-13345,可児 勝,大企業,旭川市,北海道,日本,北海道,事務用-バイ-10001562,事務用品,バインダー,"アコ 穴あけパンチ, エコノミー",3614.4000000000005,3,0.4,-2349.6000000000004
5983,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,家電-付属-10000258,家電,付属品,"ベルキン キーパッド, リサイクル",18520.0,5,0.0,4070.0
5984,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,事務用-クリ-10002811,事務用品,クリップ,"OIC クランプ, メタル",6630.000000000001,5,0.0,2120.0
5985,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,事務用-アプ-10000975,事務用品,アプライアンス,"ブレビル コーヒーミル, 黒",8172.0,2,0.0,1796.0
5986,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,事務用-アプ-10004595,事務用品,アプライアンス,"フーバー トースター, 黒",11076.0,2,0.0,2544.0
5987,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,事務用-バイ-10002204,事務用品,バインダー,"アコ 穴あけパンチ, クリア",3944.0000000000005,2,0.0,748.0
5988,JP-2021-1364223,2021-09-21,2021-09-25,通常配送,矢良-18925,矢川 良子,小規模事業所,取手市,茨城県,日本,関東地方,事務用-画材-10003394,事務用品,画材,"Sanford 蛍光ペン, 各種サイズ",8834.0,7,0.0,700.0
5989,JP-2020-1223682,2020-08-26,2020-08-26,即日配送,長一-20620,長倉 一樹,大企業,入間市,埼玉県,日本,関東地方,事務用-紙-10003482,事務用品,紙,"Eaton ノート, プレミアム",5316.0,3,0.0,2442.0
5990,JP-2021-1273974,2021-03-08,2021-03-13,通常配送,古海-14890,古牧 海斗,大企業,中新川郡立山町,富山県,日本,中部地方,家電-電話-10004487,家電,電話機,"アップル オフィス用電話機, 青",8704.0,2,0.0,4352.0
5991,JP-2021-1273974,2021-03-08,2021-03-13,通常配送,古海-14890,古牧 海斗,大企業,中新川郡立山町,富山県,日本,中部地方,事務用-文房-10004781,事務用品,文房具,"Fiskars 大型のはさみ, スチール",6272.0,2,0.0,170.0
5992,JP-2021-1273974,2021-03-08,2021-03-13,通常配送,古海-14890,古牧 海斗,大企業,中新川郡立山町,富山県,日本,中部地方,事務用-保管-10002399,事務用品,保管箱,"Fellowes 棚, フル サイズ",3858.0,1,0.0,85.0
5993,JP-2021-4038637,2021-07-16,2021-07-22,通常配送,前清-15595,前山 清,大企業,福井市,福井県,日本,中部地方,事務用-アプ-10004639,事務用品,アプライアンス,"ブレビル 冷蔵庫, シルバー",173360.0,5,0.0,57200.0
5994,JP-2020-3049929,2020-08-16,2020-08-23,通常配送,木真-18490,木和田 真,小規模事業所,春日井市,愛知県,日本,中部地方,事務用-文房-10001151,事務用品,文房具,"Kleencut 裁断機, 業務用",14350.0,5,0.0,4160.0
5995,JP-2021-1339501,2021-02-19,2021-02-24,セカンド クラス,村彩-20290,村崎 彩乃,大企業,出水市,鹿児島県,日本,九州,事務用-文房-10000531,事務用品,文房具,"Elite はさみ, 長方形",7691.999999999998,6,0.0,912.0
5996,JP-2021-1339501,2021-02-19,2021-02-24,セカンド クラス,村彩-20290,村崎 彩乃,大企業,出水市,鹿児島県,日本,九州,家電-付属-10000040,家電,付属品,"ロジクール キーボード, プログラミング可能",9860.0,2,0.0,1084.0
5997,JP-2021-1339501,2021-02-19,2021-02-24,セカンド クラス,村彩-20290,村崎 彩乃,大企業,出水市,鹿児島県,日本,九州,家電-コピ-10000263,家電,コピー機,"HP ファックスとコピー機, 2 つセット",69156.0,6,0.0,29736.0
5998,JP-2020-3764064,2020-12-08,2020-12-13,通常配送,松静-12250,松平 静香,大企業,久慈市,岩手県,日本,東北地方,事務用-ラベ-10003730,事務用品,ラベル,"Novimex 法的提出用ラベル, 白",418.8,1,0.4,-35.19999999999999
5999,JP-2019-2454169,2019-12-10,2019-12-12,セカンド クラス,倉陸-13705,倉岡 陸,大企業,新宿区,東京都,日本,関東地方,事務用-保管-10002399,事務用品,保管箱,"Fellowes 棚, フル サイズ",6558.599999999999,2,0.15,-987.3999999999999
6000,JP-2019-2266241,2019-04-05,2019-04-09,通常配送,桃恵-16375,桃木 恵,小規模事業所,鹿角市,秋田県,日本,東北地方,事務用-クリ-10000283,事務用品,クリップ,"OIC クランプ, 各種サイズ",8036.0,7,0.0,3850.0
6001,JP-2019-2266241,2019-04-05,2019-04-09,通常配送,桃恵-16375,桃木 恵,小規模事業所,鹿角市,秋田県,日本,東北地方,事務用-バイ-10002204,事務用品,バインダー,"アコ 穴あけパンチ, クリア",1972.0000000000002,1,0.0,374.0
6002,JP-2019-2266241,2019-04-05,2019-04-09,通常配送,桃恵-16375,桃木 恵,小規模事業所,鹿角市,秋田県,日本,東北地方,事務用-画材-10001319,事務用品,画材,"BIC ペン, 大容量パック",969.9999999999999,1,0.0,378.0
6003,JP-2019-2266241,2019-04-05,2019-04-09,通常配送,桃恵-16375,桃木 恵,小規模事業所,鹿角市,秋田県,日本,東北地方,事務用-バイ-10002601,事務用品,バインダー,"アコ 穴の補強テープ, エコノミー",1332.0000000000002,3,0.0,330.00000000000006
6004,JP-2019-2266241,2019-04-05,2019-04-09,通常配送,桃恵-16375,桃木 恵,小規模事業所,鹿角市,秋田県,日本,東北地方,家電-付属-10002164,家電,付属品,"ロジクール メモリ カード, 高耐久性",13812.0,2,0.0,6212.0
6005,JP-2022-3521856,2022-08-20,2022-08-26,通常配送,佐丈-10735,佐々本 丈夫,消費者,新座市,埼玉県,日本,関東地方,事務用-バイ-10000432,事務用品,バインダー,"Ibico 穴あけパンチ, 高耐久性",14910.0,7,0.0,2226.0
6006,JP-2022-3521856,2022-08-20,2022-08-26,通常配送,佐丈-10735,佐々本 丈夫,消費者,新座市,埼玉県,日本,関東地方,家電-電話-10003503,家電,電話機,"アップル ヘッドセット, 各種サイズ",15221.999999999996,3,0.0,255.0
6007,JP-2021-2117732,2021-04-20,2021-04-24,通常配送,後美-12160,後村 美咲,消費者,松本市,長野県,日本,中部地方,事務用-ラベ-10001002,事務用品,ラベル,"Avery 丸型ラベル, 白",952.0,2,0.0,28.000000000000004
6008,JP-2020-3136686,2020-07-14,2020-07-19,通常配送,黒香-10900,黒松 香,消費者,いわき市,福島県,日本,東北地方,家電-付属-10000034,家電,付属品,"メモレックス キーパッド, 高耐久性",7267.2,4,0.4,843.1999999999998
6009,JP-2022-1507289,2022-06-17,2022-06-22,通常配送,徳久-12625,徳満 久美子,小規模事業所,豊橋市,愛知県,日本,中部地方,家電-電話-10002862,家電,電話機,"アップル スマートフォン, 大容量パック",74034.0,9,0.0,33300.0
6010,JP-2022-1172841,2022-03-10,2022-03-12,セカンド クラス,小太-18355,小野田 太陽,大企業,豊田市,愛知県,日本,中部地方,事務用-紙-10003105,事務用品,紙,"サンディスク 硫酸紙, マルチカラー",6039.999999999999,5,0.0,480.0
6011,JP-2019-1097134,2019-08-12,2019-08-14,ファースト クラス,船一-13045,船見 一樹,大企業,磐田市,静岡県,日本,中部地方,家電-電話-10002868,家電,電話機,"モトローラ 信号ブースター, 大容量パック",34372.8,6,0.4,-20059.2
6012,JP-2019-1410960,2019-05-18,2019-05-20,セカンド クラス,鯉愛-21640,鯉渕 愛美,消費者,鎌ケ谷市,千葉県,日本,関東地方,事務用-画材-10002704,事務用品,画材,"Stanley 鉛筆削り, メタル",3124.7999999999997,3,0.4,-1411.2000000000003
6013,JP-2020-1323688,2020-08-04,2020-08-06,ファースト クラス,三誠-19090,三溝 誠,消費者,足利市,栃木県,日本,関東地方,家具-椅子-10000212,家具,椅子,"Hon 折り畳み式の椅子, 調整可能",5594.0,1,0.0,166.0
6014,JP-2019-2103246,2019-08-14,2019-08-19,通常配送,楯愛-11410,楯 愛子,消費者,枚方市,大阪府,日本,関西地方,家電-コピ-10000160,家電,コピー機,"ヒューレット・パッカード 家庭用コピー機, デジタル",19188.0,2,0.0,4604.0
6015,JP-2019-2103246,2019-08-14,2019-08-19,通常配送,楯愛-11410,楯 愛子,消費者,枚方市,大阪府,日本,関西地方,事務用-画材-10002701,事務用品,画材,"Binney & Smith 鉛筆削り, メタル",7448.0,4,0.0,2376.0
6016,JP-2019-2103246,2019-08-14,2019-08-19,通常配送,楯愛-11410,楯 愛子,消費者,枚方市,大阪府,日本,関西地方,家電-電話-10001980,家電,電話機,"アップル 充電器, フル サイズ",85000.0,2,0.0,170.0
6017,JP-2021-3139706,2021-10-09,2021-10-11,ファースト クラス,蔵学-19150,蔵本 学,消費者,鶴岡市,山形県,日本,東北地方,家電-付属-10003657,家電,付属品,"サンディスク フラッシュ ドライブ, リサイクル",17430.0,7,0.0,5222.0
6018,JP-2021-3139706,2021-10-09,2021-10-11,ファースト クラス,蔵学-19150,蔵本 学,消費者,鶴岡市,山形県,日本,東北地方,事務用-封筒-10002465,事務用品,封筒,"Jiffy テープ付き, 50 枚セット",2668.0,2,0.0,880.0000000000001
6019,JP-2021-3139706,2021-10-09,2021-10-11,ファースト クラス,蔵学-19150,蔵本 学,消費者,鶴岡市,山形県,日本,東北地方,家具-椅子-10002628,家具,椅子,"SAFCO 肘掛け椅子, 黒",91799.99999999997,3,0.0,33966.0
6020,JP-2019-2292886,2019-09-01,2019-09-08,通常配送,梶静-13675,梶山 静香,小規模事業所,木更津市,千葉県,日本,関東地方,事務用-封筒-10003033,事務用品,封筒,"Ames クラフト封筒, 赤",859.1999999999999,2,0.4,27.199999999999932
6021,JP-2019-2292886,2019-09-01,2019-09-08,通常配送,梶静-13675,梶山 静香,小規模事業所,木更津市,千葉県,日本,関東地方,家電-事務-10002714,家電,事務機器,"StarTech カード プリンター, 白",32382.000000000004,5,0.4,-19978.000000000007
6022,JP-2019-2292886,2019-09-01,2019-09-08,通常配送,梶静-13675,梶山 静香,小規模事業所,木更津市,千葉県,日本,関東地方,事務用-画材-10000508,事務用品,画材,"BIC マーカー, 青",4228.8,4,0.4,-1131.2000000000003
6023,JP-2022-1727225,2022-12-01,2022-12-05,通常配送,小皐-20410,小塙 皐,消費者,日立市,茨城県,日本,関東地方,事務用-バイ-10002144,事務用品,バインダー,"Avery とじ機, クリア",22540.000000000004,7,0.0,1568.0000000000002
6024,JP-2022-1727225,2022-12-01,2022-12-05,通常配送,小皐-20410,小塙 皐,消費者,日立市,茨城県,日本,関東地方,事務用-画材-10002636,事務用品,画材,"BIC キャンバス, 各種サイズ",7584.0,2,0.0,3032.0
6025,JP-2020-1757617,2020-05-16,2020-05-20,セカンド クラス,高小-15250,高木 小百合,消費者,浜松市中区,静岡県,日本,中部地方,事務用-ラベ-10000882,事務用品,ラベル,"Avery ファイル フォルダ ラベル, 白",3283.2000000000003,9,0.4,-1108.8000000000002
6026,JP-2021-1237379,2021-09-25,2021-09-26,ファースト クラス,安恵-17035,安河内 恵美,大企業,雲南市,島根県,日本,中国地方,事務用-文房-10004866,事務用品,文房具,"Fiskars ペーパー ナイフ, 業務用",3940.0,2,0.0,170.0
6027,JP-2021-1237379,2021-09-25,2021-09-26,ファースト クラス,安恵-17035,安河内 恵美,大企業,雲南市,島根県,日本,中国地方,家電-コピ-10001052,家電,コピー機,"ブラザー 無線ファックス, デジタル",75690.0,3,0.0,26490.0
